Id,FileName,Type,Mode,Time
f33e260e-054d-4d92-b068-cfb56cd1b317,invotrucking_360_backup_full_2026-07-11T06-25-35.sql,full,auto,"7/11/2026, 2:25:35 PM"
89993a78-a607-4df5-a1cb-489c5cdff251,invotrucking_360_backup_full_2026-07-10T05-36-01.sql,full,auto,"7/10/2026, 1:36:01 PM"
4daf9ed5-77e3-4ca2-b4d8-7d05ed78464e,invotrucking_360_backup_full_2026-07-08T16-53-00.sql,full,manual,"7/9/2026, 12:53:00 AM"
5e5de461-fe12-4ec8-85f0-da0b915534e1,invotrucking_360_backup_full_2026-07-08T16-47-47.json,full,manual,"7/9/2026, 12:47:47 AM"
